# Classification_Status TrueLabel PredictedLabel Conf_Class0 Conf_Class1 Conf_Class2 Conf_Class3
Correct 0 0 0.5646792054176331 0.14451852440834045 0.2859291136264801 0.00487317331135273
Correct 0 0 0.5223246216773987 0.14443188905715942 0.32689568400382996 0.006347757764160633
Incorrect 0 2 0.2885996401309967 0.29782700538635254 0.3986401855945587 0.014933223836123943
Correct 0 0 0.5922606587409973 0.10515867918729782 0.29916176199913025 0.0034189331345260143
Correct 0 0 0.5702106356620789 0.13033950328826904 0.29480305314064026 0.00464677857235074
Correct 0 0 0.54393070936203 0.12885212898254395 0.3220318555831909 0.005185270681977272
Correct 0 0 0.5691696405410767 0.1251775324344635 0.30118438601493835 0.004468405153602362
Correct 0 0 0.5411546230316162 0.12806271016597748 0.32642313838005066 0.004359500017017126
Correct 0 0 0.4976525902748108 0.16506721079349518 0.330962598323822 0.006317687686532736
Correct 0 0 0.48268434405326843 0.17144061625003815 0.34006011486053467 0.0058150095865130424
Correct 0 0 0.5013591647148132 0.14618134498596191 0.34712520241737366 0.005334342364221811
Incorrect 0 1 0.06113508343696594 0.49208688735961914 0.35121890902519226 0.09555914998054504
Correct 0 0 0.45513981580734253 0.1821289360523224 0.35456186532974243 0.008169399574398994
Correct 0 0 0.5500379800796509 0.12678752839565277 0.3189071714878082 0.004267385695129633
Correct 0 0 0.5949618220329285 0.11583910137414932 0.2857537865638733 0.0034453305415809155
Correct 0 0 0.4412381052970886 0.19580434262752533 0.35055625438690186 0.012401251122355461
Correct 0 0 0.5381225347518921 0.1287892609834671 0.32895001769065857 0.00413817772641778
Correct 0 0 0.5500608682632446 0.1282859593629837 0.31722292304039 0.0044302064925432205
Correct 0 0 0.5354206562042236 0.1422240436077118 0.3170173168182373 0.005337998270988464
Correct 0 0 0.6268647909164429 0.1094660609960556 0.26052239537239075 0.0031466931104660034
Correct 0 0 0.6102296113967896 0.11090367287397385 0.27548083662986755 0.0033859380055218935
Correct 0 0 0.40857428312301636 0.1979980170726776 0.38304975628852844 0.010377971455454826
Correct 0 0 0.6050319671630859 0.10923969745635986 0.2823959290981293 0.0033323473762720823
Correct 0 0 0.6262856721878052 0.10476406663656235 0.26564711332321167 0.0033031823113560677
Correct 0 0 0.5405583381652832 0.11659076064825058 0.3381615877151489 0.004689286928623915
Correct 0 0 0.5425307750701904 0.14524631202220917 0.3033239543437958 0.00889892503619194
Correct 0 0 0.5641131401062012 0.1273135095834732 0.3042197823524475 0.004353594500571489
Correct 0 0 0.5191956162452698 0.15906696021556854 0.3142409920692444 0.007496414706110954
Correct 0 0 0.5818279385566711 0.1258266419172287 0.28760188817977905 0.004743506666272879
Correct 0 0 0.40173178911209106 0.22790807485580444 0.35632961988449097 0.014030530117452145
Correct 0 0 0.5731039047241211 0.13913977146148682 0.2825474739074707 0.005208787973970175
Correct 0 0 0.6096563339233398 0.13219647109508514 0.2544739544391632 0.003673194907605648
Correct 0 0 0.5026825070381165 0.1549409031867981 0.334333211183548 0.008043303154408932
Incorrect 0 2 0.24919097125530243 0.25953495502471924 0.46328404545783997 0.02799004688858986
Correct 0 0 0.57734614610672 0.12014263868331909 0.29844963550567627 0.004061538726091385
Correct 0 0 0.6571807861328125 0.10034296661615372 0.23954029381275177 0.002935932483524084
Correct 0 0 0.5866556763648987 0.1194862425327301 0.28879398107528687 0.005064078606665134
Correct 0 0 0.4962373673915863 0.16584904491901398 0.3313332200050354 0.006580302491784096
Correct 0 0 0.5409070253372192 0.13909557461738586 0.315123587846756 0.0048737539909780025
Correct 0 0 0.5919612050056458 0.10910975188016891 0.29579198360443115 0.0031370355281978846
Incorrect 0 2 0.2840346097946167 0.26064035296440125 0.43552786111831665 0.019797224551439285
Incorrect 0 2 0.3283465802669525 0.2671048045158386 0.3804807662963867 0.024067828431725502
Incorrect 1 2 0.1381380707025528 0.32200849056243896 0.5264282822608948 0.013425183482468128
Correct 2 2 0.06731587648391724 0.39417514204978943 0.4476551413536072 0.09085379540920258
Correct 3 3 0.0018471322255209088 0.09757727384567261 0.040361396968364716 0.8602141737937927
